WeekBeginning,WeekEnding,AgeGroup,Pathogen,RatePer100000
20220110,20220116,15-44 years,Rhinovirus,0.1
20220110,20220116,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20220110,20220116,45-64 years,Adenovirus,0.3
20220110,20220116,45-64 years,Human metapneumovirus,0.5
20220110,20220116,45-64 years,Influenza - Type A (any subtype),0
20220110,20220116,45-64 years,Influenza - Type A (not subtyped),0
20220110,20220116,45-64 years,Influenza - Type A or B,0
20220110,20220116,45-64 years,Influenza - Type A(H1N1)pdm09,0
20220110,20220116,45-64 years,Influenza - Type A(H3),0
20220110,20220116,45-64 years,Influenza - Type B,0
20220110,20220116,45-64 years,Mycoplasma pneumoniae,0
20220110,20220116,45-64 years,Parainfluenza virus,0.5
20220110,20220116,45-64 years,Respiratory syncytial virus,0.2
20220110,20220116,45-64 years,Rhinovirus,0.4
20220110,20220116,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20220110,20220116,65-74 years,Adenovirus,0.2
20220110,20220116,65-74 years,Human metapneumovirus,0.5
20220110,20220116,65-74 years,Influenza - Type A (any subtype),0.2
20220110,20220116,65-74 years,Influenza - Type A (not subtyped),0.2
20220110,20220116,65-74 years,Influenza - Type A or B,0.3
20220110,20220116,65-74 years,Influenza - Type A(H1N1)pdm09,0
20220110,20220116,65-74 years,Influenza - Type A(H3),0
20220110,20220116,65-74 years,Influenza - Type B,0.2
20220110,20220116,65-74 years,Mycoplasma pneumoniae,0
20220110,20220116,65-74 years,Parainfluenza virus,0.2
20220110,20220116,65-74 years,Respiratory syncytial virus,0
20220110,20220116,65-74 years,Rhinovirus,0
20220110,20220116,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20220110,20220116,75+ years,Adenovirus,0
20220110,20220116,75+ years,Human metapneumovirus,1.3
20220110,20220116,75+ years,Influenza - Type A (any subtype),0.2
20220110,20220116,75+ years,Influenza - Type A (not subtyped),0.2
20220110,20220116,75+ years,Influenza - Type A or B,0.2
20220110,20220116,75+ years,Influenza - Type A(H1N1)pdm09,0
20220110,20220116,75+ years,Influenza - Type A(H3),0
20220110,20220116,75+ years,Influenza - Type B,0
20220110,20220116,75+ years,Mycoplasma pneumoniae,0
20220110,20220116,75+ years,Parainfluenza virus,0.9
20220110,20220116,75+ years,Respiratory syncytial virus,0.6
20220110,20220116,75+ years,Rhinovirus,1.1
20220110,20220116,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.9
20220117,20220123,<1 years,Adenovirus,12.3
20220117,20220123,<1 years,Human metapneumovirus,4.1
20220117,20220123,<1 years,Influenza - Type A (any subtype),0
20220117,20220123,<1 years,Influenza - Type A (not subtyped),0
20220117,20220123,<1 years,Influenza - Type A or B,0
20220117,20220123,<1 years,Influenza - Type A(H1N1)pdm09,0
20220117,20220123,<1 years,Influenza - Type A(H3),0
20220117,20220123,<1 years,Influenza - Type B,0
20220117,20220123,<1 years,Mycoplasma pneumoniae,0
20220117,20220123,<1 years,Parainfluenza virus,4.1
20220117,20220123,<1 years,Respiratory syncytial virus,10.3
20220117,20220123,<1 years,Rhinovirus,51.4
20220117,20220123,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),4.1
20220117,20220123,1-4 years,Adenovirus,9.8
20220117,20220123,1-4 years,Human metapneumovirus,1.4
20220117,20220123,1-4 years,Influenza - Type A (any subtype),0
20220117,20220123,1-4 years,Influenza - Type A (not subtyped),0
20220117,20220123,1-4 years,Influenza - Type A or B,0
20220117,20220123,1-4 years,Influenza - Type A(H1N1)pdm09,0
20220117,20220123,1-4 years,Influenza - Type A(H3),0
20220117,20220123,1-4 years,Influenza - Type B,0
20220117,20220123,1-4 years,Mycoplasma pneumoniae,0
20220117,20220123,1-4 years,Parainfluenza virus,1.9
20220117,20220123,1-4 years,Respiratory syncytial virus,0.5
20220117,20220123,1-4 years,Rhinovirus,28.3
20220117,20220123,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),2.3
20220117,20220123,5-14 years,Adenovirus,0.7
20220117,20220123,5-14 years,Human metapneumovirus,0
20220117,20220123,5-14 years,Influenza - Type A (any subtype),0
20220117,20220123,5-14 years,Influenza - Type A (not subtyped),0
20220117,20220123,5-14 years,Influenza - Type A or B,0.2
20220117,20220123,5-14 years,Influenza - Type A(H1N1)pdm09,0
20220117,20220123,5-14 years,Influenza - Type A(H3),0
20220117,20220123,5-14 years,Influenza - Type B,0.2
20220117,20220123,5-14 years,Mycoplasma pneumoniae,0
20220117,20220123,5-14 years,Parainfluenza virus,0.5
20220117,20220123,5-14 years,Respiratory syncytial virus,0.2
20220117,20220123,5-14 years,Rhinovirus,3.7
20220117,20220123,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.5
20220117,20220123,15-44 years,Adenovirus,0.4
20220117,20220123,15-44 years,Human metapneumovirus,0.1
20220117,20220123,15-44 years,Influenza - Type A (any subtype),0.1
20220117,20220123,15-44 years,Influenza - Type A (not subtyped),0
20220117,20220123,15-44 years,Influenza - Type A or B,0.1
20220117,20220123,15-44 years,Influenza - Type A(H1N1)pdm09,0
20220117,20220123,15-44 years,Influenza - Type A(H3),0
20220117,20220123,15-44 years,Influenza - Type B,0
20220117,20220123,15-44 years,Mycoplasma pneumoniae,0
20220117,20220123,15-44 years,Parainfluenza virus,0
20220117,20220123,15-44 years,Respiratory syncytial virus,0
20220117,20220123,15-44 years,Rhinovirus,0.8
20220117,20220123,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20220117,20220123,45-64 years,Adenovirus,0.1
20220117,20220123,45-64 years,Human metapneumovirus,0.1
20220117,20220123,45-64 years,Influenza - Type A (any subtype),0.1
20220117,20220123,45-64 years,Influenza - Type A (not subtyped),0.1
20220117,20220123,45-64 years,Influenza - Type A or B,0.1
20220117,20220123,45-64 years,Influenza - Type A(H1N1)pdm09,0
20220117,20220123,45-64 years,Influenza - Type A(H3),0
20220117,20220123,45-64 years,Influenza - Type B,0.1
20220117,20220123,45-64 years,Mycoplasma pneumoniae,0
20220117,20220123,45-64 years,Parainfluenza virus,0.1
20220117,20220123,45-64 years,Respiratory syncytial virus,0.1
20220117,20220123,45-64 years,Rhinovirus,0.3
20220117,20220123,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20220117,20220123,65-74 years,Adenovirus,0.2
20220117,20220123,65-74 years,Human metapneumovirus,0
20220117,20220123,65-74 years,Influenza - Type A (any subtype),0
20220117,20220123,65-74 years,Influenza - Type A (not subtyped),0
20220117,20220123,65-74 years,Influenza - Type A or B,0
20220117,20220123,65-74 years,Influenza - Type A(H1N1)pdm09,0
20220117,20220123,65-74 years,Influenza - Type A(H3),0
20220117,20220123,65-74 years,Influenza - Type B,0
20220117,20220123,65-74 years,Mycoplasma pneumoniae,0
20220117,20220123,65-74 years,Parainfluenza virus,0.3
20220117,20220123,65-74 years,Respiratory syncytial virus,0.3
20220117,20220123,65-74 years,Rhinovirus,0.3
20220117,20220123,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20220117,20220123,75+ years,Adenovirus,0.2
20220117,20220123,75+ years,Human metapneumovirus,0.4
20220117,20220123,75+ years,Influenza - Type A (any subtype),0.4
20220117,20220123,75+ years,Influenza - Type A (not subtyped),0.4
20220117,20220123,75+ years,Influenza - Type A or B,0.4
20220117,20220123,75+ years,Influenza - Type A(H1N1)pdm09,0
20220117,20220123,75+ years,Influenza - Type A(H3),0
20220117,20220123,75+ years,Influenza - Type B,0
20220117,20220123,75+ years,Mycoplasma pneumoniae,0
20220117,20220123,75+ years,Parainfluenza virus,0.2
20220117,20220123,75+ years,Respiratory syncytial virus,1.1
20220117,20220123,75+ years,Rhinovirus,0
20220117,20220123,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20220124,20220130,<1 years,Adenovirus,10.3
20220124,20220130,<1 years,Human metapneumovirus,12.3
20220124,20220130,<1 years,Influenza - Type A (any subtype),2.1
20220124,20220130,<1 years,Influenza - Type A (not subtyped),0
20220124,20220130,<1 years,Influenza - Type A or B,2.1
20220124,20220130,<1 years,Influenza - Type A(H1N1)pdm09,0
20220124,20220130,<1 years,Influenza - Type A(H3),2.1
20220124,20220130,<1 years,Influenza - Type B,0
20220124,20220130,<1 years,Mycoplasma pneumoniae,0
20220124,20220130,<1 years,Parainfluenza virus,10.3
20220124,20220130,<1 years,Respiratory syncytial virus,4.1
20220124,20220130,<1 years,Rhinovirus,57.6
20220124,20220130,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),4.1
20220124,20220130,1-4 years,Adenovirus,10.7
20220124,20220130,1-4 years,Human metapneumovirus,2.3
20220124,20220130,1-4 years,Influenza - Type A (any subtype),0
20220124,20220130,1-4 years,Influenza - Type A (not subtyped),0
20220124,20220130,1-4 years,Influenza - Type A or B,0
20220124,20220130,1-4 years,Influenza - Type A(H1N1)pdm09,0
20220124,20220130,1-4 years,Influenza - Type A(H3),0
20220124,20220130,1-4 years,Influenza - Type B,0
20220124,20220130,1-4 years,Mycoplasma pneumoniae,0
20220124,20220130,1-4 years,Parainfluenza virus,1.9
20220124,20220130,1-4 years,Respiratory syncytial virus,0.9
20220124,20220130,1-4 years,Rhinovirus,37.6
20220124,20220130,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),3.7
20220124,20220130,5-14 years,Adenovirus,0.7
20220124,20220130,5-14 years,Human metapneumovirus,0.5
20220124,20220130,5-14 years,Influenza - Type A (any subtype),0
20220124,20220130,5-14 years,Influenza - Type A (not subtyped),0
20220124,20220130,5-14 years,Influenza - Type A or B,0
20220124,20220130,5-14 years,Influenza - Type A(H1N1)pdm09,0
20220124,20220130,5-14 years,Influenza - Type A(H3),0
20220124,20220130,5-14 years,Influenza - Type B,0
20220124,20220130,5-14 years,Mycoplasma pneumoniae,0
20220124,20220130,5-14 years,Parainfluenza virus,0.7
20220124,20220130,5-14 years,Respiratory syncytial virus,0
20220124,20220130,5-14 years,Rhinovirus,6
20220124,20220130,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20220124,20220130,15-44 years,Adenovirus,0.2
20220124,20220130,15-44 years,Human metapneumovirus,0
20220124,20220130,15-44 years,Influenza - Type A (any subtype),0
20220124,20220130,15-44 years,Influenza - Type A (not subtyped),0
20220124,20220130,15-44 years,Influenza - Type A or B,0
20220124,20220130,15-44 years,Influenza - Type A(H1N1)pdm09,0
20220124,20220130,15-44 years,Influenza - Type A(H3),0
20220124,20220130,15-44 years,Influenza - Type B,0
20220124,20220130,15-44 years,Mycoplasma pneumoniae,0
20220124,20220130,15-44 years,Parainfluenza virus,0.1
20220124,20220130,15-44 years,Respiratory syncytial virus,0
20220124,20220130,15-44 years,Rhinovirus,0.8
20220124,20220130,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20220124,20220130,45-64 years,Adenovirus,0.3
20220124,20220130,45-64 years,Human metapneumovirus,0.1
20220124,20220130,45-64 years,Influenza - Type A (any subtype),0.1
20220124,20220130,45-64 years,Influenza - Type A (not subtyped),0.1
20220124,20220130,45-64 years,Influenza - Type A or B,0.1
20220124,20220130,45-64 years,Influenza - Type A(H1N1)pdm09,0
20220124,20220130,45-64 years,Influenza - Type A(H3),0
20220124,20220130,45-64 years,Influenza - Type B,0
20220124,20220130,45-64 years,Mycoplasma pneumoniae,0
20220124,20220130,45-64 years,Parainfluenza virus,0.2
20220124,20220130,45-64 years,Respiratory syncytial virus,0
20220124,20220130,45-64 years,Rhinovirus,0.4
20220124,20220130,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20220124,20220130,65-74 years,Adenovirus,0
20220124,20220130,65-74 years,Human metapneumovirus,1.2
20220124,20220130,65-74 years,Influenza - Type A (any subtype),0.2
20220124,20220130,65-74 years,Influenza - Type A (not subtyped),0.2
20220124,20220130,65-74 years,Influenza - Type A or B,0.2
20220124,20220130,65-74 years,Influenza - Type A(H1N1)pdm09,0
20220124,20220130,65-74 years,Influenza - Type A(H3),0
20220124,20220130,65-74 years,Influenza - Type B,0
20220124,20220130,65-74 years,Mycoplasma pneumoniae,0
20220124,20220130,65-74 years,Parainfluenza virus,0
20220124,20220130,65-74 years,Respiratory syncytial virus,0
20220124,20220130,65-74 years,Rhinovirus,0
20220124,20220130,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20220124,20220130,75+ years,Adenovirus,0
20220124,20220130,75+ years,Human metapneumovirus,0
20220124,20220130,75+ years,Influenza - Type A (any subtype),2.6
20220124,20220130,75+ years,Influenza - Type A (not subtyped),0.9
20220124,20220130,75+ years,Influenza - Type A or B,2.6
20220124,20220130,75+ years,Influenza - Type A(H1N1)pdm09,0
20220124,20220130,75+ years,Influenza - Type A(H3),1.7
20220124,20220130,75+ years,Influenza - Type B,0
20220124,20220130,75+ years,Mycoplasma pneumoniae,0
20220124,20220130,75+ years,Parainfluenza virus,0.2
20220124,20220130,75+ years,Respiratory syncytial virus,0.6
20220124,20220130,75+ years,Rhinovirus,1.7
20220124,20220130,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20220131,20220206,<1 years,Adenovirus,18.5
20220131,20220206,<1 years,Human metapneumovirus,6.2
20220131,20220206,<1 years,Influenza - Type A (any subtype),0
20220131,20220206,<1 years,Influenza - Type A (not subtyped),0
20220131,20220206,<1 years,Influenza - Type A or B,0
20220131,20220206,<1 years,Influenza - Type A(H1N1)pdm09,0
20220131,20220206,<1 years,Influenza - Type A(H3),0
20220131,20220206,<1 years,Influenza - Type B,0
20220131,20220206,<1 years,Mycoplasma pneumoniae,0
20220131,20220206,<1 years,Parainfluenza virus,8.2
20220131,20220206,<1 years,Respiratory syncytial virus,0
20220131,20220206,<1 years,Rhinovirus,80.2
20220131,20220206,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),2.1
20220131,20220206,1-4 years,Adenovirus,17.7
20220131,20220206,1-4 years,Human metapneumovirus,0.9
20220131,20220206,1-4 years,Influenza - Type A (any subtype),0
20220131,20220206,1-4 years,Influenza - Type A (not subtyped),0
20220131,20220206,1-4 years,Influenza - Type A or B,0
20220131,20220206,1-4 years,Influenza - Type A(H1N1)pdm09,0
20220131,20220206,1-4 years,Influenza - Type A(H3),0
20220131,20220206,1-4 years,Influenza - Type B,0
20220131,20220206,1-4 years,Mycoplasma pneumoniae,0
20220131,20220206,1-4 years,Parainfluenza virus,0.9
20220131,20220206,1-4 years,Respiratory syncytial virus,2.3
20220131,20220206,1-4 years,Rhinovirus,34.4
20220131,20220206,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),0.9
20220131,20220206,5-14 years,Adenovirus,1
20220131,20220206,5-14 years,Human metapneumovirus,0.2
20220131,20220206,5-14 years,Influenza - Type A (any subtype),0
20220131,20220206,5-14 years,Influenza - Type A (not subtyped),0
20220131,20220206,5-14 years,Influenza - Type A or B,0.2
20220131,20220206,5-14 years,Influenza - Type A(H1N1)pdm09,0
20220131,20220206,5-14 years,Influenza - Type A(H3),0
20220131,20220206,5-14 years,Influenza - Type B,0.2
20220131,20220206,5-14 years,Mycoplasma pneumoniae,0
20220131,20220206,5-14 years,Parainfluenza virus,0.5
20220131,20220206,5-14 years,Respiratory syncytial virus,0.2
20220131,20220206,5-14 years,Rhinovirus,6.2
20220131,20220206,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.5
20220131,20220206,15-44 years,Adenovirus,0.4
20220131,20220206,15-44 years,Human metapneumovirus,0
20220131,20220206,15-44 years,Influenza - Type A (any subtype),0.7
20220131,20220206,15-44 years,Influenza - Type A (not subtyped),0.5
20220131,20220206,15-44 years,Influenza - Type A or B,0.7
20220131,20220206,15-44 years,Influenza - Type A(H1N1)pdm09,0
20220131,20220206,15-44 years,Influenza - Type A(H3),0.2
20220131,20220206,15-44 years,Influenza - Type B,0
20220131,20220206,15-44 years,Mycoplasma pneumoniae,0
20220131,20220206,15-44 years,Parainfluenza virus,0.2
20220131,20220206,15-44 years,Respiratory syncytial virus,0
20220131,20220206,15-44 years,Rhinovirus,1
20220131,20220206,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20220131,20220206,45-64 years,Adenovirus,0.3
20220131,20220206,45-64 years,Human metapneumovirus,0.1
20220131,20220206,45-64 years,Influenza - Type A (any subtype),0
20220131,20220206,45-64 years,Influenza - Type A (not subtyped),0
20220131,20220206,45-64 years,Influenza - Type A or B,0
20220131,20220206,45-64 years,Influenza - Type A(H1N1)pdm09,0
20220131,20220206,45-64 years,Influenza - Type A(H3),0
20220131,20220206,45-64 years,Influenza - Type B,0
20220131,20220206,45-64 years,Mycoplasma pneumoniae,0
20220131,20220206,45-64 years,Parainfluenza virus,0
20220131,20220206,45-64 years,Respiratory syncytial virus,0.1
20220131,20220206,45-64 years,Rhinovirus,0.8
20220131,20220206,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20220131,20220206,65-74 years,Adenovirus,0
20220131,20220206,65-74 years,Human metapneumovirus,0
20220131,20220206,65-74 years,Influenza - Type A (any subtype),0.2
20220131,20220206,65-74 years,Influenza - Type A (not subtyped),0.2
20220131,20220206,65-74 years,Influenza - Type A or B,0.2
20220131,20220206,65-74 years,Influenza - Type A(H1N1)pdm09,0
20220131,20220206,65-74 years,Influenza - Type A(H3),0
20220131,20220206,65-74 years,Influenza - Type B,0
20220131,20220206,65-74 years,Mycoplasma pneumoniae,0
20220131,20220206,65-74 years,Parainfluenza virus,0
20220131,20220206,65-74 years,Respiratory syncytial virus,0
20220131,20220206,65-74 years,Rhinovirus,0.7
20220131,20220206,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20220131,20220206,75+ years,Adenovirus,0.2
20220131,20220206,75+ years,Human metapneumovirus,0.6
20220131,20220206,75+ years,Influenza - Type A (any subtype),0.4
20220131,20220206,75+ years,Influenza - Type A (not subtyped),0.2
20220131,20220206,75+ years,Influenza - Type A or B,0.4
20220131,20220206,75+ years,Influenza - Type A(H1N1)pdm09,0
20220131,20220206,75+ years,Influenza - Type A(H3),0.2
20220131,20220206,75+ years,Influenza - Type B,0
20220131,20220206,75+ years,Mycoplasma pneumoniae,0
20220131,20220206,75+ years,Parainfluenza virus,0.2
20220131,20220206,75+ years,Respiratory syncytial virus,0.2
20220131,20220206,75+ years,Rhinovirus,0.6
20220131,20220206,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.4
20220207,20220213,<1 years,Adenovirus,26.7
20220207,20220213,<1 years,Human metapneumovirus,10.3
20220207,20220213,<1 years,Influenza - Type A (any subtype),0
20220207,20220213,<1 years,Influenza - Type A (not subtyped),0
20220207,20220213,<1 years,Influenza - Type A or B,0
20220207,20220213,<1 years,Influenza - Type A(H1N1)pdm09,0
20220207,20220213,<1 years,Influenza - Type A(H3),0
20220207,20220213,<1 years,Influenza - Type B,0
20220207,20220213,<1 years,Mycoplasma pneumoniae,0
20220207,20220213,<1 years,Parainfluenza virus,8.2
20220207,20220213,<1 years,Respiratory syncytial virus,2.1
20220207,20220213,<1 years,Rhinovirus,76.1
20220207,20220213,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),6.2
20220207,20220213,1-4 years,Adenovirus,16.7
20220207,20220213,1-4 years,Human metapneumovirus,1.4
